;Unnamed: 0;statut_public_prive;nom_etablissement;type_etablissement;ecole_elementaire;section;adresse_1;code_postal;web;telephone;Latitude;Longitude;nombre_d_eleves;montessori;bilingue;religieux;nb_voie;rue;type;nb_voie_100;popup
71;71;Public;e.m.pu buffon ;Ecole;0.0;maternelle;15 rue buffon;75005;https://fr.mappy.com/poi/50acb9cd84aec85bd0b88825;147070039;48.842598;2.3620308;166.0;non;non;non;15;rue buffon;rue;115;<a href=https://fr.mappy.com/poi/50acb9cd84aec85bd0b88825>e.m.pu buffon </a><br>Adresse: 15 rue buffon<br>cp: 75005
72;72;Municipal;cencier;crèche collective;;creche;11 rue censier;75005;https://www.paris.fr/equipements/creche-collective-municipale-censier-2071;143360661;48.8408204;2.3549864;66;non;non;non;11;rue censier;rue;111;<a href=https://www.paris.fr/equipements/creche-collective-municipale-censier-2071>cencier</a><br>Adresse: 11 rue censier<br>cp: 75005
73;73;Association;croix saint simon tambour et trompettes;crèche multi-accueil;;creche;31 rue claude bernard;75005;https://www.croix-saint-simon.org/multi-accueil-tambour-trompette;143369818;48.839525;2.3476942;41;non;non;non;31;rue claude bernard;rue;131;<a href=https://www.croix-saint-simon.org/multi-accueil-tambour-trompette>croix saint simon tambour et trompettes</a><br>Adresse: 31 rue claude bernard<br>cp: 75005
74;74;Public;e.m.pu cujas ;Ecole;0.0;maternelle;23 rue cujas;75005;https://fr.mappy.com/poi/5b5d284d0351d164ab2c205d;143546687;48.8480579;2.3419089;79.0;non;non;non;23;rue cujas;rue;123;<a href=https://fr.mappy.com/poi/5b5d284d0351d164ab2c205d>e.m.pu cujas </a><br>Adresse: 23 rue cujas<br>cp: 75005
75;75;Municipal;l'epée de bois;crèche collective;;creche;5 rue de l'epée de bois;75005;https://www.paris.fr/equipements/creche-collective-epee-de-bois-17370;143313907;48.8415522;2.3511952;20;non;non;non;5;rue de l'epée de bois;rue;105;<a href=https://www.paris.fr/equipements/creche-collective-epee-de-bois-17370>l'epée de bois</a><br>Adresse: 5 rue de l'epée de bois<br>cp: 75005
76;76;Public;e.m.pu poissy ;Ecole;0.0;maternelle;27 rue de poissy;75005;https://fr.mappy.com/poi/53209c8ce4b07c1cacaf69af;143269242;48.8485937;2.3522635;121.0;non;non;non;27;rue de poissy;rue;127;<a href=https://fr.mappy.com/poi/53209c8ce4b07c1cacaf69af>e.m.pu poissy </a><br>Adresse: 27 rue de poissy<br>cp: 75005
77;77;Privé;e.p.pr sainte-catherine (catholique);Ecole;1.0;maternelle;13 rue des bernardins;75005;http://www.ecolesaintecatherine.com;143255789;48.8503024;2.3508654;169.0;non;non;catholique;13;rue des bernardins;rue;113;<a href=http://www.ecolesaintecatherine.com>e.p.pr sainte-catherine (catholique)</a><br>Adresse: 13 rue des bernardins<br>cp: 75005
78;78;Association;sainte lucie;crèche collective;;creche;13 rue des bernardins;75005;https://www.fmdc.fr/nos-services/creche-sainte-lucie;143541237;48.8503024;2.3508654;66;non;non;non;13;rue des bernardins;rue;113;<a href=https://www.fmdc.fr/nos-services/creche-sainte-lucie>sainte lucie</a><br>Adresse: 13 rue des bernardins<br>cp: 75005
79;79;Public;e.m.pu lyonnais ;Ecole;0.0;maternelle;22 rue des lyonnais;75005;https://www.education.gouv.fr/annuaire/075-paris/paris-5e-arrondissement/etab/empu-lyonnais-22-rue-des-lyonnais.html;147070429;48.8385115;2.346465;152.0;non;non;non;22;rue des lyonnais;rue;122;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-5e-arrondissement/etab/empu-lyonnais-22-rue-des-lyonnais.html>e.m.pu lyonnais </a><br>Adresse: 22 rue des lyonnais<br>cp: 75005
80;80;Municipal;lyonnais;crèche collective;;creche;7 rue des lyonnais;75005;https://www.paris.fr/equipements/creche-collective-municipale-des-lyonnais-2101;145872652;48.8382442;2.3466614;50;non;non;non;7;rue des lyonnais;rue;107;<a href=https://www.paris.fr/equipements/creche-collective-municipale-des-lyonnais-2101>lyonnais</a><br>Adresse: 7 rue des lyonnais<br>cp: 75005
81;81;Municipal;prêtres st séverin;crèche collective;;creche;12 rue des prêtres saint séverin;75005;https://www.paris.fr/equipements/creche-collective-municipale-des-pretres-saint-severin-2079;143254151;48.8518975;2.3449608;72;non;non;non;12;rue des prêtres saint séverin;rue;112;<a href=https://www.paris.fr/equipements/creche-collective-municipale-des-pretres-saint-severin-2079>prêtres st séverin</a><br>Adresse: 12 rue des prêtres saint séverin<br>cp: 75005
82;82;Privé;e.p.pr sainte-genevieve (catholique);Ecole;1.0;maternelle;65 rue du cardinal lemoine;75005;http://www.ecole-ste-genevieve.net;143541141;48.8458743;2.3506405;186.0;non;non;catholique;65;rue du cardinal lemoine;rue;165;<a href=http://www.ecole-ste-genevieve.net>e.p.pr sainte-genevieve (catholique)</a><br>Adresse: 65 rue du cardinal lemoine<br>cp: 75005
83;83;Privé;e.p.pr the bilingual montessori school of paris (montessori, bilingue);Ecole;0.0;maternelle;28 rue du fer à moulin;75005;https://montessori-paris.com/our-schools/28-rue-du-fer-a-moulin;145654961;48.8389992;2.353389;;oui;oui;non;28;rue du fer à moulin;rue;128;<a href=https://montessori-paris.com/our-schools/28-rue-du-fer-a-moulin>e.p.pr the bilingual montessori school of paris (montessori, bilingue)</a><br>Adresse: 28 rue du fer à moulin<br>cp: 75005
84;84;Privé;the bilingual montessori school of paris (montessori, bilingue);;;creche;28 rue du fer à moulin;75005;https://montessori-paris.com/our-schools/28-rue-du-fer-a-moulin;;48.8389992;2.353389;;oui;oui;non;28;rue du fer à moulin;rue;128;<a href=https://montessori-paris.com/our-schools/28-rue-du-fer-a-moulin>the bilingual montessori school of paris (montessori, bilingue)</a><br>Adresse: 28 rue du fer à moulin<br>cp: 75005
85;85;Public;e.m.pu sommerard ;Ecole;0.0;maternelle;10 rue du sommerard;75005;https://www.education.gouv.fr/annuaire/075-paris/paris-5e-arrondissement/etab/empu-sommerard-10-rue-du-sommerard.html;143547249;48.8499348;2.3468667;102.0;non;non;non;10;rue du sommerard;rue;110;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-5e-arrondissement/etab/empu-sommerard-10-rue-du-sommerard.html>e.m.pu sommerard </a><br>Adresse: 10 rue du sommerard<br>cp: 75005
86;86;Privé;e.p.pr soeur rosalie (catholique);Ecole;1.0;maternelle;32 rue geoffroy saint hilaire;75005;https://rosalie-marillac.com;143319401;48.8408011;2.3562195;260.0;non;non;catholique;32;rue geoffroy saint hilaire;rue;132;<a href=https://rosalie-marillac.com>e.p.pr soeur rosalie (catholique)</a><br>Adresse: 32 rue geoffroy saint hilaire<br>cp: 75005
87;87;Municipal;georges desplas;halte-garderie;;creche;7 rue georges desplas;75005;https://www.paris.fr/equipements/halte-garderie-municipale-georges-desplas-1857;147074184;48.8420374;2.3544658;20;non;non;non;7;rue georges desplas;rue;107;<a href=https://www.paris.fr/equipements/halte-garderie-municipale-georges-desplas-1857>georges desplas</a><br>Adresse: 7 rue georges desplas<br>cp: 75005
88;88;Municipal;jean calvin;crèche collective;;creche;4 rue jean calvin;75005;https://www.paris.fr/equipements/creche-collective-municipale-jean-calvin-2107;143363237;48.8415875;2.3491594;71;non;non;non;4;rue jean calvin;rue;104;<a href=https://www.paris.fr/equipements/creche-collective-municipale-jean-calvin-2107>jean calvin</a><br>Adresse: 4 rue jean calvin<br>cp: 75005
89;89;Privé;e.p.pr saint-victor (catholique);Ecole;1.0;maternelle;35 rue jussieu;75005;http://www.ecolesaintvictor.com;143544086;48.8469975;2.3535953;187.0;non;non;catholique;35;rue jussieu;rue;135;<a href=http://www.ecolesaintvictor.com>e.p.pr saint-victor (catholique)</a><br>Adresse: 35 rue jussieu<br>cp: 75005
90;90;Municipal;lacépède;crèche collective;;creche;48 rue lacépède;75005;https://www.paris.fr/equipements/creche-collective-municipale-contrescarpe-2074;143374476;48.8443172;2.3502281;82;non;non;non;48;rue lacépède;rue;148;<a href=https://www.paris.fr/equipements/creche-collective-municipale-contrescarpe-2074>lacépède</a><br>Adresse: 48 rue lacépède<br>cp: 75005
91;91;Municipal;larrey;crèche familiale;;creche;2 rue larrey;75005;https://www.paris.fr/equipements/creche-familiale-municipale-larrey-1860;147076470;48.8414673;2.3539372;20;non;non;non;2;rue larrey;rue;102;<a href=https://www.paris.fr/equipements/creche-familiale-municipale-larrey-1860>larrey</a><br>Adresse: 2 rue larrey<br>cp: 75005
92;92;Public;e.m.pu mouffetard ;Ecole;0.0;maternelle;29 rue mouffetard;75005;https://www.education.gouv.fr/annuaire/075-paris/paris-5e-arrondissement/etab/empu-mouffetard-29-rue-mouffetard.html;143378646;48.8439848;2.349407;86.0;non;non;non;29;rue mouffetard;rue;129;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-5e-arrondissement/etab/empu-mouffetard-29-rue-mouffetard.html>e.m.pu mouffetard </a><br>Adresse: 29 rue mouffetard<br>cp: 75005
93;93;Public;e.m.pu mouffetard m ;Ecole;0.0;maternelle;97 rue mouffetard;75005;https://www.education.gouv.fr/annuaire/075-paris/paris-5e-arrondissement/etab/empu-mouffetard-m-97-rue-mouffetard.html;147072677;48.8412758;2.349704;124.0;non;non;non;97;rue mouffetard;rue;197;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-5e-arrondissement/etab/empu-mouffetard-m-97-rue-mouffetard.html>e.m.pu mouffetard m </a><br>Adresse: 97 rue mouffetard<br>cp: 75005
94;94;Municipal;pierre nicole;halte-garderie;;creche;40 rue pierre nicole;75005;https://www.paris.fr/equipements/halte-garderie-municipale-pierre-nicole-1863;156810220;48.8398598;2.3387094;20;non;non;non;40;rue pierre nicole;rue;140;<a href=https://www.paris.fr/equipements/halte-garderie-municipale-pierre-nicole-1863>pierre nicole</a><br>Adresse: 40 rue pierre nicole<br>cp: 75005
95;95;Municipal;poliveau;crèche collective;;creche;39 rue poliveau;75005;https://www.paris.fr/equipements/creche-collective-municipale-poliveau-2113;145876187;48.8398595;2.3576729;82;non;non;non;39;rue poliveau;rue;139;<a href=https://www.paris.fr/equipements/creche-collective-municipale-poliveau-2113>poliveau</a><br>Adresse: 39 rue poliveau<br>cp: 75005
96;96;Public;e.m.pu st jacques e ;Ecole;0.0;maternelle;242 rue saint jacques;75005;https://www.education.gouv.fr/annuaire/075-paris/paris-5e-arrondissement/etab/empu-st-jacques-e-242-rue-saint-jacques.html;143293874;48.8441163;2.3418246;135.0;non;non;non;242;rue saint jacques;rue;342;<a href=https://www.education.gouv.fr/annuaire/075-paris/paris-5e-arrondissement/etab/empu-st-jacques-e-242-rue-saint-jacques.html>e.m.pu st jacques e </a><br>Adresse: 242 rue saint jacques<br>cp: 75005
97;97;Privé;e.m.pr montessori inter jardin du lux (montessori, bilingue);Ecole;0.0;maternelle;247 rue saint jacques;75005;http://www.ecole-montessori-internationale.fr;980902670;48.8425086;2.3414275;;oui;oui;non;247;rue saint jacques;rue;347;<a href=http://www.ecole-montessori-internationale.fr>e.m.pr montessori inter jardin du lux (montessori, bilingue)</a><br>Adresse: 247 rue saint jacques<br>cp: 75005
98;98;Municipal;st médard;crèche collective;;creche;10 rue saint médard;75005;https://www.paris.fr/equipements/creche-collective-municipale-saint-medard-2111;155432945;48.8436626;2.3506222;55;non;non;non;10;rue saint médard;rue;110;<a href=https://www.paris.fr/equipements/creche-collective-municipale-saint-medard-2111>st médard</a><br>Adresse: 10 rue saint médard<br>cp: 75005
99;99;Municipal;valette;crèche collective;;creche;11 rue valette;75005;https://www.paris.fr/equipements/creche-collective-municipale-valette-2110;156812820;48.8475604;2.3468966;72;non;non;non;11;rue valette;rue;111;<a href=https://www.paris.fr/equipements/creche-collective-municipale-valette-2110>valette</a><br>Adresse: 11 rue valette<br>cp: 75005
100;100;Municipal;raspail;halte-garderie;;creche;85 boulevard raspail;75006;https://www.paris.fr/equipements/halte-garderie-municipale-raspail-1870;153630260;48.8421147;2.3294369;20;non;non;non;85;boulevard raspail;boulevard;185;<a href=https://www.paris.fr/equipements/halte-garderie-municipale-raspail-1870>raspail</a><br>Adresse: 85 boulevard raspail<br>cp: 75006
101;101;Association;croix saint simon jardin du luxembourg;halte-garderie;;creche;jardin du luxembourg;75006;https://www.croix-saint-simon.org/halte-garderie-jardin-luxembourg;142344750;48.846722850000006;2.336413030202252;25;non;non;non;0;jardin du luxembourg;jardin;100;<a href=https://www.croix-saint-simon.org/halte-garderie-jardin-luxembourg>croix saint simon jardin du luxembourg</a><br>Adresse: jardin du luxembourg<br>cp: 75006
102;102;Privé;e.p.pr sainte-genevieve (catholique);Ecole;1.0;maternelle;64 rue d'assas;75006;https://isg6.paris;144390100;48.8457816;2.3314035;188.0;non;non;catholique;64;rue d'assas;rue;164;<a href=https://isg6.paris>e.p.pr sainte-genevieve (catholique)</a><br>Adresse: 64 rue d'assas<br>cp: 75006
103;103;Municipal;fleurus;crèche collective;;creche;14 rue de fleurus;75006;https://www.paris.fr/equipements/creche-collective-municipale-de-fleurus-2121;142223828;48.8471313;2.3307401;55;non;non;non;14;rue de fleurus;rue;114;<a href=https://www.paris.fr/equipements/creche-collective-municipale-de-fleurus-2121>fleurus</a><br>Adresse: 14 rue de fleurus<br>cp: 75006
104;104;Privé;e.m.pr ecole a.p.e. (bilingue);Ecole;0.0;maternelle;4 rue de fleurus;75006;http://www.ecoleape.com;142221844;48.8471024;2.3319254;;non;oui;non;4;rue de fleurus;rue;104;<a href=http://www.ecoleape.com>e.m.pr ecole a.p.e. (bilingue)</a><br>Adresse: 4 rue de fleurus<br>cp: 75006
105;105;Privé;maison bleue joli colibri (montessori);micro-crèche;;creche;37 rue de la clef;75006;https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75005/micro-creche-montessori-joli-colibri;;48.8423113;2.3526022;;oui;non;non;37;rue de la clef;rue;137;<a href=https://www.la-maison-bleue.fr/creche/ile-de-france/paris/75005/micro-creche-montessori-joli-colibri>maison bleue joli colibri (montessori)</a><br>Adresse: 37 rue de la clef<br>cp: 75006
106;106;Association;sèvres;crèche collective;;creche;83 rue de sèvres;75006;https://esperem.org/association/activites/departement-accompagnement-enfants-parents/les-creches/creche-sevres-%e2%80%a8;140358160;48.8502993;2.3242929;25;non;non;non;83;rue de sèvres;rue;183;<a href=https://esperem.org/association/activites/departement-accompagnement-enfants-parents/les-creches/creche-sevres-%e2%80%a8>sèvres</a><br>Adresse: 83 rue de sèvres<br>cp: 75006
107;107;Privé;kangourou montparnasse;crèche collective;;creche;34 rue du montparnasse;75006;https://www.lamaisonkangourou.com/la-maison-kangourou/creches/montparnasse;;48.8454434;2.3284101;;non;non;non;34;rue du montparnasse;rue;134;<a href=https://www.lamaisonkangourou.com/la-maison-kangourou/creches/montparnasse>kangourou montparnasse</a><br>Adresse: 34 rue du montparnasse<br>cp: 75006
108;108;Municipal;félibien;crèche multi-accueil;;creche;6 rue félibien;75006;https://www.paris.fr/equipements/multi-accueil-collectif-et-familial-municipal-felibien-2329;156812805;48.8521536;2.3365687;35;non;non;non;6;rue félibien;rue;106;<a href=https://www.paris.fr/equipements/multi-accueil-collectif-et-familial-municipal-felibien-2329>félibien</a><br>Adresse: 6 rue félibien<br>cp: 75006
109;109;Municipal;garancière;crèche collective;;creche;21 rue garanciere;75006;https://www.paris.fr/equipements/creche-collective-municipale-garanciere-2123;156813035;48.849437;2.3360374;72;non;non;non;21;rue garanciere;rue;121;<a href=https://www.paris.fr/equipements/creche-collective-municipale-garanciere-2123>garancière</a><br>Adresse: 21 rue garanciere<br>cp: 75006
110;110;Association;croix saint simon bethléem;crèche collective;;creche;14 rue jean bart;75006;https://www.croix-saint-simon.org/creche-collective-bethleem;145480296;48.847243;2.3308961;30;non;non;non;14;rue jean bart;rue;114;<a href=https://www.croix-saint-simon.org/creche-collective-bethleem>croix saint simon bethléem</a><br>Adresse: 14 rue jean bart<br>cp: 75006
111;111;Municipal;littré - occasionnel;halte-garderie;;creche;2 rue littré;75006;https://www.paris.fr/equipements/multi-accueil-municipal-littre-1875;145480677;48.8446352;2.3243864;26;non;non;non;2;rue littré;rue;102;<a href=https://www.paris.fr/equipements/multi-accueil-municipal-littre-1875>littré - occasionnel</a><br>Adresse: 2 rue littré<br>cp: 75006
112;112;Municipal;littré;crèche collective;;creche;4 rue littré;75006;https://www.paris.fr/equipements/creche-collective-municipale-littre-2125;145480806;48.8459637;2.323628;88;non;non;non;4;rue littré;rue;104;<a href=https://www.paris.fr/equipements/creche-collective-municipale-littre-2125>littré</a><br>Adresse: 4 rue littré<br>cp: 75006
113;113;Public;e.m.pu littre ;Ecole;0.0;maternelle;6 rue littré;75006;https://www.paris.fr/equipements/ecole-elementaire-littre-260;142221979;48.8457462;2.3237326;192.0;non;non;non;6;rue littré;rue;106;<a href=https://www.paris.fr/equipements/ecole-elementaire-littre-260>e.m.pu littre </a><br>Adresse: 6 rue littré<br>cp: 75006
114;114;Municipal;lobineau;crèche collective;;creche;10 rue lobineau;75006;https://www.paris.fr/equipements/multi-accueil-municipal-lobineau-2133;146345002;48.8517557;2.3360317;85;non;non;non;10;rue lobineau;rue;110;<a href=https://www.paris.fr/equipements/multi-accueil-municipal-lobineau-2133>lobineau</a><br>Adresse: 10 rue lobineau<br>cp: 75006
115;115;Public;e.m.pu madame u ;Ecole;0.0;maternelle;40 rue madame;75006;https://fr.mappy.com/poi/521e2c2c84ae4612aca22ddd;145487378;48.849099;2.3317108;134.0;non;non;non;40;rue madame;rue;140;<a href=https://fr.mappy.com/poi/521e2c2c84ae4612aca22ddd>e.m.pu madame u </a><br>Adresse: 40 rue madame<br>cp: 75006
116;116;Privé;e.p.pr bossuet ;Ecole;1.0;maternelle;51 rue madame;75006;http://www.ecolebossuet.com;142220176;48.849099;2.3317108;215.0;non;non;non;51;rue madame;rue;151;<a href=http://www.ecolebossuet.com>e.p.pr bossuet </a><br>Adresse: 51 rue madame<br>cp: 75006
117;117;Privé;liveli tralalère;crèche collective;;creche;52 rue madame;75006;https://www.liveli.fr/creches/tralalere;145444161;48.8479108;2.3315472;18;non;non;non;52;rue madame;rue;152;<a href=https://www.liveli.fr/creches/tralalere>liveli tralalère</a><br>Adresse: 52 rue madame<br>cp: 75006
118;118;Privé;liveli le jardin doré;crèche collective;;creche;79 rue madame;75006;https://www.liveli.fr/creches/le-jardin-dore;145484512;48.8460075;2.3316077;24;non;non;non;79;rue madame;rue;179;<a href=https://www.liveli.fr/creches/le-jardin-dore>liveli le jardin doré</a><br>Adresse: 79 rue madame<br>cp: 75006
119;119;Privé;e.p.pr ecole alsacienne;Ecole;1.0;maternelle;109 rue notre dame des champs;75006;http://www.ecole-alsacienne.org;144320475;48.8410032;2.3338327;591.0;non;non;non;109;rue notre dame des champs;rue;209;<a href=http://www.ecole-alsacienne.org>e.p.pr ecole alsacienne</a><br>Adresse: 109 rue notre dame des champs<br>cp: 75006
